province,type_of_dwelling,income,marital_status,age_group,sex,food_expenditure,clothing_expenditure,transportation_expenditure,personal_care_expenditure,recreation_expenditure,tobacco_alcohol_expenditure,miscellaneous_expenditure,total_consumption_expenditure,total_expenditure,weeks_worked
ON,single_detached,74000,never_married,35-39,2,4900,1040,1400,1200,701,450,305,34407,47868,52
ON,single_detached,44000,other,55-59,1,4600,1420,2510,375,4600,1000,400,22303,35166,52
ON,single_detached,62000,never_married,50-54,2,4000,1360,3230,3300,3156,3000,2860,34693,43903,52
ON,single_detached,20000,never_married,55-59,2,5500,2030,2616,1182,720,0,220,26559,31351,52
ON,semi_detached,35000,married,25-29,1,8750,3474,7685,895,8164,3000,1130,47176,66894,52
ON,apartment,76000,other,35-39,1,7600,1170,5800,500,3087,4220,1885,49767,76813,52
ON,apartment,39000,other,60-64,2,1800,310,5136,641,1140,1776,220,26518,33393,52
ON,apartment,42000,other,40-44,1,2880,1280,3054,350,1160,3700,574,26496,35466,52
ON,apartment,41000,other,45-49,1,6000,2760,3874,440,4347,120,410,34124,41683,52
ON,apartment,41000,married,45-49,1,4600,2050,10999,500,1800,0,700,33499,43513,52
ON,apartment,32000,married,35-39,1,6560,3210,10274,1300,4539,1720,780,43588,52151,52
ON,apartment,29000,other,35-39,1,3500,1360,9292,520,740,0,90,37077,38524,52
ON,apartment,63000,married,45-49,1,7450,2930,4804,1312,5355,460,2200,45706,63491,52
ON,single_detached,52000,other,60-64,2,8550,3400,3200,1060,2800,600,300,39497,56853,52
ON,single_detached,39000,married,35-39,1,16820,4430,2496,4636,4670,4420,866,68227,91704,52
ON,single_detached,25000,married,55-59,1,16100,2720,5195,1110,1425,10250,705,68354,98175,52
ON,single_detached,48000,never_married,50-54,2,4900,1170,5582,325,854,0,1030,22099,34941,52
ON,single_detached,47000,never_married,40-44,1,6750,335,13470,150,2000,40,100,36266,47077,52
ON,apartment,39000,married,30-34,1,8400,2930,7175,1600,3253,0,830,45486,51103,52
ON,apartment,45000,married,45-49,1,6400,1100,1920,855,1795,3080,240,31909,39984,52
ON,single_detached,29000,married,45-49,2,9980,8075,13430,1480,1833,9130,200,70734,82686,52
ON,apartment,40000,never_married,25-29,1,9500,3250,2000,630,2700,700,364,45744,57424,50
ON,single_detached,90000,other,45-49,2,7050,3850,4275,1520,1950,6200,1600,47340,77200,52
ON,semi_detached,29000,married,40-44,1,9000,2800,1480,1250,7296,1800,120,61365,62656,52
ON,apartment,28000,never_married,35-39,2,4320,1600,1200,870,686,0,110,21007,25981,52
ON,apartment,30000,never_married,30-34,2,4140,1780,1150,880,2030,0,100,23346,27567,52
ON,apartment,38000,other,35-39,1,4700,1810,4874,390,3243,2110,630,30944,36861,52
ON,apartment,40000,other,50-54,1,4400,1020,5962,310,1953,150,120,27302,36062,52
ON,single_detached,41000,married,55-59,1,17250,6370,11643,2480,7199,600,980,68998,94196,52
ON,apartment,31000,other,40-44,1,3840,1230,3924,270,1460,600,410,24217,29093,52
ON,apartment,35000,never_married,40-44,1,3900,2250,1000,395,1810,0,310,23481,34446,52
ON,apartment,70000,married,40-44,1,5500,2310,7294,766,1551,0,225,38073,51333,52
ON,single_detached,6200,other,55-59,2,7200,3700,5500,1260,235,0,320,42020,42288,16
ON,apartment,54000,other,35-39,2,5600,3800,3620,1090,6387,100,240,39531,46942,52
ON,apartment,57000,married,65-69,2,7500,1350,4980,2560,4782,50,2123,39103,57324,52
ON,apartment,24000,never_married,45-49,1,2880,3820,2600,1080,4326,650,102,36208,46723,52
ON,single_detached,80000,married,65-69,1,8200,780,10212,540,1260,1620,192,40064,65592,52
ON,single_detached,45000,other,60-64,2,2500,720,2044,225,746,0,60,17150,26823,52
ON,single_detached,64000,married,60-64,2,9500,1315,8548,1480,3567,300,650,54592,74552,52
ON,single_detached,50000,married,35-39,1,5500,1450,6418,1285,1396,0,1134,42857,54867,52
ON,single_detached,63000,other,65-69,2,4950,1000,1995,585,2927,800,305,28210,40932,52
ON,row_house,30000,married,25-29,2,10200,2200,10308,1460,1430,80,750,53298,73186,26
ON,row_house,33000,never_married,30-34,1,15509,3315,2637,1755,7781,15920,280,76418,96879,26
ON,single_detached,60000,married,35-39,1,18000,6030,12742,2730,3374,3200,360,76541,96061,52
ON,apartment,35000,other,55-59,1,6900,860,670,330,1850,8800,50,36199,39099,40
ON,apartment,34000,married,45-49,1,4500,2120,3214,490,1280,1080,250,31212,36349,52
ON,apartment,55000,married,40-44,2,11000,4250,11848,2220,9190,800,420,61523,87943,52
ON,apartment,20000,never_married,30-34,2,2400,1100,1800,1360,1550,0,50,18730,21476,25
ON,apartment,18000,married,25-29,2,6950,3530,10644,1080,1810,0,170,56077,83431,20
ON,apartment,63000,other,60-64,1,4400,110,4739,200,667,6705,770,31450,56548,48
ON,single_detached,55000,married,55-59,1,14500,1600,4275,1325,3870,950,180,48880,82402,52
ON,row_house,40000,married,55-59,1,6500,800,7448,800,700,0,300,41688,58899,52
ON,row_house,75000,never_married,<25,1,2420,1070,14379,1110,5490,6100,85,59381,77141,52
ON,row_house,70000,other,35-39,2,10800,4100,8914,2000,5070,250,818,45338,75276,52
ON,row_house,40000,other,30-34,2,1040,640,5015,465,1344,70,50,34352,43273,52
ON,row_house,34000,other,45-49,1,5800,1070,6710,720,1575,2400,120,40502,48524,35
ON,apartment,40000,married,<25,2,3250,1800,20040,725,5140,2300,500,48465,79460,40
ON,apartment,50000,never_married,45-49,1,1500,950,3475,550,2871,400,20,19040,26170,52
ON,row_house,36000,married,50-54,1,7300,5670,10259,1580,1894,400,900,59002,74079,52
ON,semi_detached,42000,other,40-44,2,8640,2640,1379,2040,2685,620,200,43141,50269,52
ON,semi_detached,37000,married,40-44,1,13440,4450,14348,2560,4845,1520,1245,75198,90909,38
ON,single_detached,45000,married,40-44,1,10000,3190,4874,1470,3995,200,250,51179,61444,52
ON,single_detached,61000,married,45-49,1,13300,6425,9173,2200,7710,1170,1600,65288,88314,52
ON,row_house,29000,married,45-49,1,8500,5081,16258,1190,2170,0,415,56134,59482,52
ON,single_detached,17000,married,45-49,1,9800,4735,8718,2200,3319,300,690,40825,71072,40
ON,single_detached,71000,married,45-49,1,7800,2950,19175,1100,802,2000,700,77737,94297,52
ON,single_detached,35000,other,40-44,1,3500,1020,1500,220,1340,200,1875,19605,32910,52
ON,apartment,19000,never_married,25-29,1,2500,420,1350,650,1630,760,150,21127,23997,36
ON,apartment,65000,other,55-59,1,5900,2390,2900,1135,2683,13970,400,46135,70042,52
ON,apartment,26000,married,40-44,1,3500,980,3500,720,280,0,70,21080,24432,52
ON,single_detached,38000,married,35-39,2,7300,3475,6950,1400,5780,1000,420,62546,84606,52
ON,semi_detached,46000,married,45-49,1,6000,1550,38774,620,1000,150,175,81579,88719,52
ON,semi_detached,30000,married,55-59,1,12000,2450,30708,2050,1700,0,200,85350,99379,52
ON,single_detached,55000,married,45-49,2,4100,1570,6414,1580,594,600,100,54376,68592,52
ON,single_detached,34000,married,50-54,1,8500,2200,8674,1900,1500,200,100,35914,70781,52
ON,single_detached,31000,married,35-39,2,8600,2660,5074,1240,1387,0,150,44969,58722,52
ON,semi_detached,42000,married,40-44,1,6000,1130,3034,190,480,0,150,38879,45653,52
ON,single_detached,73000,married,65-69,2,12700,7800,10168,2020,1500,1000,180,55908,76668,52
ON,semi_detached,33000,other,30-34,2,8000,1450,2000,900,195,200,150,37565,41982,52
ON,single_detached,50000,married,50-54,1,8600,2190,5775,590,1192,400,2600,47596,76707,50
ON,single_detached,51000,married,40-44,2,13280,2670,8028,1070,2225,1000,230,49353,85854,52
ON,single_detached,20000,married,40-44,1,9600,7245,5204,2060,7435,230,94,50740,54884,52
ON,single_detached,39000,married,40-44,1,7480,2700,7374,540,1565,50,100,37154,44564,52
ON,semi_detached,36000,married,45-49,1,5700,1100,5530,550,1110,0,260,37091,49346,52
ON,semi_detached,35000,married,35-39,2,6620,550,24824,380,3586,500,300,67044,93241,52
ON,row_house,76000,married,40-44,1,4450,1850,4574,738,3534,100,1080,49097,78793,52
ON,semi_detached,70000,married,35-39,1,11900,2580,38618,1610,5669,200,505,87627,96234,52
ON,single_detached,34000,married,30-34,1,5400,1125,14654,760,920,0,170,70156,83775,52
ON,single_detached,13000,married,30-34,2,5700,2740,8796,725,3154,1440,710,43435,51263,36
ON,apartment,50000,married,35-39,2,12300,1360,8638,560,7230,60,90,52192,79312,52
ON,single_detached,40000,other,50-54,2,6450,1910,3964,1591,1108,1620,545,36775,47695,52
ON,single_detached,17000,married,45-49,2,11660,4764,9378,1434,5595,436,264,63239,84638,40
ON,single_detached,25000,married,50-54,2,7857,615,6254,1622,1190,5870,1849,44750,62782,52
ON,single_detached,41000,married,30-34,2,5300,4450,6052,989,1642,750,760,63579,84203,26
ON,single_detached,73000,other,60-64,1,2280,10,6111,635,1100,1670,840,39040,63604,52
ON,apartment,27000,married,30-34,1,6500,1830,3890,975,3398,4030,320,35112,43803,52
ON,semi_detached,30000,married,40-44,1,12200,1090,9748,385,980,50,280,59433,73815,52
ON,apartment,60000,never_married,45-49,1,4200,1300,8000,1250,1410,600,1070,33740,59476,52
ON,apartment,19000,other,60-64,1,3200,100,775,400,630,876,180,16011,18064,52
ON,apartment,60000,never_married,45-49,1,12150,770,1240,434,1725,14805,320,42539,63819,52
ON,apartment,49000,never_married,25-29,2,7060,2400,4660,280,1540,720,940,40630,69984,52
ON,apartment,43000,other,50-54,1,4400,1760,1200,260,3156,2010,820,27206,42817,52
ON,single_detached,20000,married,30-34,1,17400,4190,10618,2600,5661,0,2400,83858,99864,16
ON,single_detached,80000,other,55-59,2,12000,1800,5310,650,1120,650,315,67660,93713,52
ON,single_detached,52000,married,45-49,1,11310,5590,9222,1420,5935,1000,940,62843,93663,52
ON,single_detached,85000,married,45-49,1,14250,2920,8150,555,7294,700,2770,56943,95127,52
ON,single_detached,35000,married,50-54,2,12000,3100,8146,650,1824,500,200,51296,61456,52
ON,apartment,43000,married,45-49,2,7300,2580,3705,1580,1860,650,630,40095,69593,48
ON,apartment,41000,other,45-49,2,10600,7020,4400,2850,2610,2760,284,64259,72015,52
ON,single_detached,24000,never_married,30-34,1,5000,555,960,210,710,300,415,17660,21590,52
ON,single_detached,68000,other,60-64,1,8450,1770,5700,610,800,100,550,42220,62458,52
ON,single_detached,30000,married,45-49,2,7850,2555,8810,785,2714,940,600,42400,54349,52
ON,apartment,42000,never_married,25-29,1,5400,2720,9350,930,2100,0,204,44993,71417,52
ON,apartment,55000,married,45-49,1,5145,3265,11450,524,4060,0,460,44869,70787,26
ON,apartment,32000,married,40-44,1,5126,2600,6890,1230,750,400,1060,39231,48294,25
ON,apartment,52000,married,30-34,1,7440,3290,4174,620,1294,0,300,35124,48884,52
ON,apartment,36000,never_married,30-34,2,3880,2190,1480,940,1380,0,530,23009,32021,52
ON,apartment,18000,married,55-59,1,4400,2980,7928,665,4175,0,394,37254,35310,52
ON,apartment,34000,married,45-49,1,7700,3480,6896,1040,1210,0,270,37362,40886,52
ON,apartment,15000,never_married,<25,1,5160,2080,9020,520,5610,360,500,55070,76576,36
ON,apartment,36000,married,30-34,1,8560,4400,6074,1190,5150,600,590,41026,49224,52
ON,apartment,32000,married,45-49,2,9520,1056,19463,486,1277,70,328,47229,53353,32
ON,apartment,15000,married,40-44,1,10000,2015,7072,1760,2654,320,50,52847,56571,26
ON,apartment,60000,married,50-54,2,4600,2405,7815,825,1505,400,850,50267,62834,52
ON,apartment,14000,married,40-44,1,4900,240,7588,170,960,0,128,23465,23682,52
ON,row_house,51000,married,45-49,2,7140,1200,15210,1800,2917,0,1873,62000,80261,52
ON,apartment,44000,never_married,30-34,2,8040,3065,1800,900,1692,0,250,34176,41747,52
ON,apartment,26000,married,40-44,1,7100,3940,3267,1040,940,0,180,33591,38491,52
ON,apartment,48000,never_married,45-49,2,4700,1325,1925,510,795,0,80,32295,40706,52
ON,apartment,61000,married,35-39,1,6640,7720,11063,2280,617,0,570,58547,68845,49
ON,single_detached,31000,married,50-54,1,7000,1750,8424,1010,5072,100,350,64456,71949,52
ON,apartment,40000,married,30-34,1,6290,1455,5414,1060,1985,0,60,27809,35131,52
ON,apartment,39000,married,40-44,1,4900,8940,12496,3330,3765,800,830,58632,72797,52
ON,apartment,21000,married,25-29,1,8640,5112,2500,1260,2200,210,340,35535,39074,52
ON,row_house,30000,other,45-49,2,12400,3710,11808,3250,3400,1060,170,79888,99426,52
ON,apartment,24000,married,50-54,2,6500,1596,6939,355,1352,3820,500,33505,44044,52
ON,single_detached,50000,other,40-44,1,5160,1180,6534,430,1406,4680,600,46715,51035,44
ON,single_detached,32000,married,60-64,1,18800,3575,5973,1995,6235,0,550,78227,86585,52
ON,single_detached,56000,married,50-54,1,7852,130,22805,345,4776,2480,478,51248,80167,52
ON,single_detached,45000,married,50-54,1,8300,2085,9414,1184,1316,1418,516,47952,62112,52
ON,single_detached,68000,never_married,35-39,1,8900,850,125,690,1655,5540,320,43396,61156,52
ON,single_detached,45000,married,65-69,1,6740,1900,4474,580,280,3200,200,25949,43447,52
ON,single_detached,26000,married,50-54,1,9100,1200,14476,380,3024,4800,220,53680,60538,52
ON,single_detached,44000,other,50-54,2,5380,850,10220,450,874,0,290,51280,84200,52
ON,single_detached,77000,married,25-29,1,7140,5150,14794,3860,5726,1300,606,73475,94485,52
ON,single_detached,94000,other,55-59,2,5134,1590,6602,1295,3990,396,108,40054,76092,52
ON,single_detached,83000,other,50-54,2,8300,700,3494,630,1560,3140,2100,44118,79227,52
ON,single_detached,45000,never_married,50-54,1,2200,414,11381,305,500,2410,40,29659,32592,47
ON,single_detached,68000,married,55-59,1,6600,2040,12565,1350,1365,100,948,59973,74212,40
ON,single_detached,26000,married,25-29,2,4900,990,4367,772,3128,300,180,46717,58785,52
ON,single_detached,36000,married,30-34,2,5100,1260,13833,915,2046,1040,150,66155,90082,24
ON,single_detached,33000,married,25-29,2,5640,1410,12138,1200,3505,246,460,57864,64800,20
ON,single_detached,67000,never_married,30-34,1,9450,720,1570,500,960,9395,120,44767,59685,40
ON,semi_detached,30000,married,45-49,1,2740,535,4801,213,1379,511,1280,31628,37196,52
ON,single_detached,47000,other,45-49,2,6300,2340,4314,670,3064,300,750,46795,53023,52
ON,single_detached,36000,other,65-69,2,2675,250,3997,382,921,1625,1779,32841,36821,52
ON,single_detached,30000,married,60-64,1,11590,1480,2734,780,7760,8260,580,62144,81831,52
ON,single_detached,17000,other,50-54,2,5440,1090,2875,520,830,1040,310,21996,22835,52
ON,single_detached,20000,married,50-54,1,5824,1810,1799,860,300,6250,506,35355,49376,40
ON,semi_detached,91000,married,35-39,1,7500,2950,4794,3950,4380,2400,400,54130,85791,52
ON,single_detached,30000,married,50-54,2,8700,3980,13142,1420,7547,600,1361,68748,91948,52
ON,single_detached,96000,never_married,45-49,1,5560,2870,3328,569,3805,1964,1346,44196,80366,46
ON,apartment,34000,never_married,25-29,1,6020,2060,720,356,2740,3383,810,30850,39468,52
ON,apartment,18000,never_married,30-34,1,4420,699,1040,175,70,0,20,15518,18129,52
ON,row_house,29000,never_married,45-49,2,8900,2410,11648,644,1916,1400,925,55326,58354,32
ON,semi_detached,45000,married,30-34,1,7240,2030,5644,1450,1200,400,50,43014,54616,52
ON,single_detached,26000,never_married,25-29,1,5520,3860,8190,350,4738,3500,385,52735,72988,16
ON,semi_detached,38000,married,60-64,2,5100,1630,2794,274,1450,0,223,33180,52083,52
ON,single_detached,44000,married,55-59,2,5900,1300,4825,1080,1529,1550,1291,33303,52590,52
ON,single_detached,22000,married,35-39,2,5325,606,2214,125,1661,410,200,34558,44007,52
ON,single_detached,52000,other,50-54,2,5104,2520,5366,1938,2555,150,192,45502,51327,52
ON,apartment,26000,other,55-59,2,1975,1230,3855,670,1514,675,746,28080,34705,52
ON,single_detached,37000,married,65-69,1,6300,5240,11650,1050,2600,4000,508,57518,62141,40
ON,single_detached,40000,married,50-54,1,9000,1951,10542,650,1880,2815,252,41137,53005,52
ON,single_detached,72000,married,45-49,2,10400,4670,3723,2360,1671,4375,1250,41178,67750,52
ON,single_detached,48000,married,50-54,2,6600,5200,9980,2119,3935,2000,1550,56528,89199,48
ON,apartment,45000,never_married,30-34,1,4200,2400,1480,2320,3700,10756,940,38511,50156,52
ON,apartment,16000,never_married,<25,1,4180,2660,2569,470,700,560,180,23834,24539,16
ON,semi_detached,95000,other,45-49,2,8180,1950,11134,1580,4561,70,495,59590,91389,52
ON,apartment,70000,other,50-54,1,6200,1950,4335,1050,2000,700,125,33055,68015,52
ON,duplex,24000,never_married,25-29,2,4005,1016,31833,580,1701,2940,822,57461,61776,18
ON,single_detached,65000,married,50-54,1,8600,2950,11240,2000,5154,350,794,45443,64115,52
ON,semi_detached,17000,married,40-44,2,13000,4705,9420,4200,6117,6450,680,68205,83070,28
ON,single_detached,69000,married,35-39,2,6400,1570,5750,1100,3547,340,355,58245,97512,52
ON,single_detached,74000,married,35-39,1,7600,2190,9080,1460,4220,2050,824,62094,93330,52
ON,apartment,53000,never_married,25-29,2,8840,1400,5458,320,4000,870,470,34140,40898,48
ON,apartment,28000,other,60-64,2,4330,1075,2989,1012,280,90,105,19475,27359,52
ON,single_detached,39000,other,60-64,1,5800,2630,9087,660,402,1600,2295,40769,63189,52
ON,single_detached,43000,married,45-49,2,4660,1790,12250,1070,5296,300,559,57815,69746,20
ON,semi_detached,70000,married,35-39,1,5800,2090,8342,1875,911,425,673,53880,82611,52
ON,row_house,36000,other,60-64,2,4080,210,3901,268,708,10,232,22680,35984,35
ON,single_detached,50000,married,55-59,1,4120,4070,8975,1060,1060,888,630,46078,70620,52
ON,single_detached,25000,married,50-54,2,8550,890,4647,353,2754,4000,701,43137,53563,52
ON,apartment,57000,other,40-44,1,6026,872,2563,313,3715,175,2651,30246,54864,52
ON,apartment,36000,married,60-64,1,9125,960,7444,750,611,360,140,33000,41017,52
ON,apartment,24000,married,<25,1,9094,2909,7523,1460,1283,3500,230,36908,42317,52
ON,single_detached,18000,married,55-59,2,4942,863,5502,3233,1109,4320,240,45299,62651,52
ON,apartment,30000,never_married,30-34,2,2600,1080,6476,420,920,120,120,19898,29729,52
ON,single_detached,40000,other,70-74,1,13200,6760,24662,2350,1410,5910,640,76852,93408,34
ON,single_detached,27000,married,25-29,1,4810,1105,4716,696,382,150,648,28123,30654,46
ON,single_detached,43000,never_married,55-59,2,4270,1020,11504,1155,2813,0,260,39377,48287,48
ON,single_detached,23000,never_married,55-59,1,2700,340,3362,240,1070,4685,50,25031,27861,52
ON,single_detached,31000,married,30-34,1,6895,1215,1796,1016,5174,1535,247,47429,57354,52
ON,single_detached,86000,married,50-54,1,7880,5305,1120,1800,6535,1200,300,56369,83475,52
ON,single_detached,59000,married,25-29,2,6400,3160,8884,1250,7140,200,1140,53440,91352,52
ON,single_detached,48000,married,<25,2,6400,505,7378,1560,1670,350,39,33287,53940,52
ON,single_detached,47000,married,<25,1,7200,1312,18198,2390,2218,955,156,66198,87205,52
ON,apartment,25000,other,55-59,2,5910,243,30,100,907,400,371,16962,24201,52
ON,single_detached,26000,married,55-59,2,4700,1770,7286,1250,3040,1300,100,37620,54881,52
ON,row_house,99000,never_married,45-49,2,346,2486,2359,1750,1377,370,880,29948,50009,52
ON,apartment,29000,never_married,25-29,1,4950,2167,4341,1330,2525,60,347,33055,43768,52
ON,apartment,52000,never_married,25-29,1,4100,1690,4244,435,1115,320,470,30044,40804,52
ON,single_detached,26000,married,30-34,1,6990,1920,5359,1162,9546,360,700,57347,74894,52
ON,single_detached,29000,married,50-54,2,5450,2335,6092,1255,1924,1242,411,33995,41456,52
ON,single_detached,23000,married,30-34,1,14050,7370,8702,1430,5594,300,1010,68847,81700,26
ON,single_detached,27000,married,60-64,1,9000,1110,10028,1025,2078,5728,568,48726,59815,38
ON,single_detached,32000,other,45-49,1,3850,490,7934,150,1600,3660,636,33419,35945,26
ON,apartment,32000,married,45-49,2,9500,3490,9183,1780,1537,10310,156,52847,69645,52
ON,apartment,34000,never_married,45-49,2,6200,3516,11786,1375,1876,1720,520,42975,49530,52
ON,apartment,10000,married,55-59,2,7024,1123,60,1590,772,3800,120,21519,24813,52
ON,apartment,25000,married,40-44,2,5100,2140,17704,1445,2180,90,1495,44906,53523,52
ON,single_detached,60000,married,45-49,1,5000,2870,9588,1945,9650,2250,780,68416,95343,52
ON,single_detached,43000,married,35-39,1,4650,1120,6273,970,1822,625,610,39644,50578,52
ON,row_house,35000,married,40-44,2,16800,1450,24082,1600,1320,200,621,73703,87425,52
ON,single_detached,59000,married,35-39,1,8400,3084,6496,690,1777,200,745,36989,59564,48
ON,single_detached,53000,married,40-44,1,6700,3830,12818,870,7289,360,1425,59251,90619,52
ON,apartment,27000,married,<25,2,4900,1670,5299,1335,1867,1405,170,31565,53312,39
ON,single_detached,41000,married,30-34,2,9100,2330,13633,1325,3336,800,869,86268,96346,21
ON,single_detached,23000,married,<25,2,6200,3540,4809,1790,4395,2420,280,45493,58342,19
ON,row_house,22000,married,35-39,1,5604,1871,10887,572,1699,0,132,33659,34410,52
ON,apartment,42000,other,70-74,1,2180,571,10548,165,2823,0,42,24724,29624,48
ON,apartment,12000,never_married,<25,1,4350,1460,5324,525,2165,250,275,29479,33350,26
ON,apartment,30000,other,45-49,1,5040,540,3874,450,245,480,1113,23614,29398,28
ON,single_detached,32000,married,55-59,1,9360,2360,9998,835,3554,350,830,47511,88037,47
ON,apartment,12000,married,<25,2,6200,3545,6454,780,7082,310,430,50149,52584,16
ON,apartment,61000,never_married,45-49,1,5200,1010,2220,226,890,150,720,22746,39532,40
ON,semi_detached,38000,married,35-39,2,6020,1611,1824,700,1467,70,1098,37570,48628,52
ON,single_detached,23000,married,55-59,2,6900,1510,7283,555,1830,2500,135,29027,43053,40
ON,single_detached,18000,married,55-59,1,3720,415,1834,190,630,250,65,13084,14822,52
ON,semi_detached,72000,never_married,30-34,1,3560,1325,20314,480,1855,880,1682,42671,60782,52
ON,single_detached,57000,other,40-44,2,2950,1150,5494,2050,1550,1140,90,29774,43754,52
ON,single_detached,63000,never_married,55-59,1,6310,1550,3054,1220,5362,3254,200,31894,52104,52
ON,row_house,27000,married,30-34,2,2300,3590,12300,425,3625,3020,75,42226,46644,32
ON,single_detached,47000,married,35-39,1,7800,2330,4436,1325,2620,2060,144,58111,77852,52
ON,single_detached,93000,other,45-49,1,7500,2260,9896,1380,5050,450,1910,50779,98475,48
ON,single_detached,54000,other,45-49,2,11920,2890,2444,1350,1320,0,244,39068,45937,52
ON,single_detached,66000,married,40-44,1,8200,2100,23454,830,2730,880,165,47183,69523,52
ON,semi_detached,35000,married,30-34,2,4680,2600,7178,340,1540,500,1500,44988,65343,52
ON,single_detached,78000,married,40-44,1,8420,2480,9105,1335,8335,1800,2304,66159,91602,52
ON,single_detached,52000,married,35-39,2,7975,8275,560,2335,8075,440,1540,58925,79551,52
ON,single_detached,67000,married,25-29,1,4000,3575,21384,1000,3878,1100,445,64889,80772,52
ON,single_detached,30000,never_married,25-29,2,1900,350,3984,190,180,100,240,21469,27901,52
ON,single_detached,19000,married,60-64,1,5600,3980,2074,1535,2177,1000,421,25834,40499,52
00,single_detached,27000,married,40-44,1,9650,8550,6454,1570,6970,2400,340,55699,62389,52
ON,single_detached,62000,never_married,25-29,1,5960,1052,2978,360,2432,250,1149,31397,52019,52
ON,semi_detached,33000,married,25-29,1,7600,1650,2184,370,4454,1055,230,36028,45498,52
ON,single_detached,45000,married,55-59,1,7150,1200,13968,755,1815,500,320,32901,58135,52
ON,single_detached,74000,other,55-59,1,8320,600,6325,350,2145,350,1335,36911,64639,52
ON,single_detached,43000,married,60-64,1,6300,800,200,290,4900,0,144,35699,48012,52
ON,semi_detached,24000,married,25-29,1,4100,480,2174,55,820,0,120,19139,26358,52
ON,duplex,33000,never_married,<25,2,3800,1650,1200,810,2650,500,294,24662,33752,52
ON,duplex,35000,married,<25,1,6240,625,2654,255,1450,3420,144,26848,35496,52
ON,single_detached,50000,married,40-44,1,9000,2100,4618,675,3950,300,144,34307,46018,52
ON,single_detached,70000,other,45-49,1,3900,1300,3964,350,3044,0,805,42833,66594,52
ON,single_detached,58000,married,25-29,1,3450,495,7634,810,3225,610,1702,44945,73002,52
ON,semi_detached,43000,married,45-49,1,4200,1370,3296,800,1474,1984,540,37459,46713,52
ON,single_detached,30000,other,45-49,2,3900,5950,4290,1300,1139,1360,200,37986,41575,52
ON,single_detached,50000,married,30-34,1,5900,900,22448,120,1820,1400,144,53089,68524,52
ON,single_detached,65000,married,50-54,1,12400,4800,6688,1325,3000,500,1000,61353,65307,52
ON,single_detached,71000,married,25-29,1,11600,700,11088,835,3500,3000,1650,66470,94412,45
ON,semi_detached,34000,other,60-64,2,6200,465,2065,810,1043,75,530,25782,32515,52
ON,single_detached,40000,other,40-44,2,5050,2185,3024,1075,5149,25,303,43392,48116,52
ON,duplex,39000,other,50-54,2,6560,2720,6191,965,3160,550,599,46327,54825,52
ON,single_detached,33000,married,35-39,2,7830,1204,8918,505,1943,50,144,39250,52342,52
ON,apartment,39000,married,<25,1,12500,3470,8768,1810,3290,13260,820,57959,68264,39
ON,row_house,60000,married,30-34,1,5450,4385,3795,2070,3680,400,420,50006,73905,52
ON,semi_detached,98000,other,50-54,2,14800,3985,7218,2800,7690,1000,770,72248,87285,52
ON,single_detached,63000,other,50-54,2,9340,5270,17176,910,4427,1464,2787,62227,84773,52
ON,semi_detached,27000,married,35-39,2,11425,3310,11068,1480,6620,400,500,58594,82481,52
ON,apartment,58000,other,30-34,1,4810,9320,24404,1880,3416,500,1912,66068,99197,52
ON,single_detached,40000,married,25-29,2,4900,2240,28168,1285,5590,160,487,70524,92664,52
ON,single_detached,67000,married,45-49,1,9810,2875,10344,1270,3737,0,652,44417,77697,52
ON,single_detached,60000,married,50-54,1,10500,1800,2424,860,2321,9050,175,69846,95538,52
ON,single_detached,66000,other,40-44,2,6520,1465,6168,555,7628,120,630,34223,46575,52
ON,single_detached,55000,married,55-59,1,6300,3900,6987,620,1396,7820,361,51938,82684,52
ON,single_detached,41000,married,40-44,1,8670,1190,14634,525,3903,3460,396,74393,89939,52
ON,single_detached,44000,married,55-59,1,7350,630,5802,885,315,1954,240,34770,51122,40
ON,single_detached,17000,married,35-39,2,4400,2351,14823,2095,1659,1200,1438,44543,75180,44
ON,single_detached,62000,other,45-49,2,9000,4720,2040,1825,5063,0,775,52128,61805,52
ON,row_house,9500,married,30-34,1,4260,621,1220,2064,1072,120,245,22593,22397,48
ON,row_house,41000,married,30-34,2,10420,1930,6401,2190,5983,2952,1881,55839,64239,52
ON,duplex,7100,never_married,45-49,2,2580,1500,840,255,1558,30,670,7912,7745,50
ON,semi_detached,49000,married,35-39,1,5860,1420,7544,300,3182,65,870,58062,72253,52
ON,duplex,78000,other,45-49,1,5820,1640,7663,442,4332,3340,330,46279,67596,52
ON,row_house,21000,married,25-29,2,2880,740,1040,1603,3070,750,464,23581,29726,52
ON,single_detached,48000,married,50-54,2,8260,6785,3030,790,2071,380,1162,44382,73007,52
ON,single_detached,51000,married,30-34,1,10550,4745,3357,1560,9140,2000,300,63758,74978,52
00,single_detached,29000,married,45-49,2,2570,1590,1210,362,1125,666,72,20448,29708,52
MB,apartment,60000,never_married,50-54,2,4300,3250,3305,1760,805,250,332,28460,48110,52
MB,apartment,48000,other,55-59,1,3900,25,3068,165,960,0,878,14400,35507,52
MB,apartment,16000,other,45-49,1,2500,130,20,330,520,0,100,10320,14096,52
MB,apartment,80000,never_married,50-54,1,7500,840,13920,910,3445,0,950,46239,63079,34
MB,apartment,29000,never_married,30-34,2,2472,1537,135,474,1234,10,158,16603,25177,52
MB,apartment,28000,other,60-64,2,3300,2508,700,1870,960,600,400,23877,33471,48
